NDC_CODE,MAPPED_NDC_CODE,MODE,PRIORITY,VOLUME,CLIENT,BAG_TYPE,BAG_IDENTIFIER,PTL_ID,ptl_cutoff_time
Japla_KrishnaNagar_D (Jharkhand),Sasaram_Karwandiya_I (Bihar),S,ANY,ANY,ANY,Surface,Patna_E,3107,0300;1045
JariBazar_GadaiyaKalan_D (Uttar Pradesh),Allahabad_Rasulabad_H (Uttar Pradesh),ANY,ANY,ANY,ANY,Surface,Allahabad_N,0208,0300;1045
Jasai_Gavthan_D (Maharashtra),Mumbai_MahapeMIDC2_I (Maharashtra),E,ANY,ANY,ANY,Express,Mumbai_W,5010,0530;1330;2130
Jasai_Gavthan_D (Maharashtra),Mumbai_MahapeMIDC2_I (Maharashtra),S,ANY,ANY,ANY,Surface,Mumbai_W,2509,0530;1030
Jasai_JNPTNMsez_D (Maharashtra),Mumbai_MahapeMIDC2_I (Maharashtra),E,ANY,ANY,ANY,Express,Mumbai_W,5010,0530;1330;2130
Jasai_JNPTNMsez_D (Maharashtra),Mumbai_MahapeMIDC2_I (Maharashtra),S,ANY,ANY,ANY,Surface,Mumbai_W,2509,0530;1030
Jasai_Ulwe2_D (Maharashtra),Mumbai_MahapeMIDC2_I (Maharashtra),E,ANY,ANY,ANY,Express,Mumbai_W,5010,0530;1330;2130
Jasai_Ulwe2_D (Maharashtra),Mumbai_MahapeMIDC2_I (Maharashtra),S,ANY,ANY,ANY,Surface,Mumbai_W,2509,0530;1030
Jasai_Vidhane_L (Maharashtra),Bhiwandi_Lonad_GW (Maharashtra),E,ANY,ANY,ANY,Express,Mumbai_W,4905,0530;1330;2130
Jasai_Vidhane_L (Maharashtra),Bhiwandi_Lonad_GW (Maharashtra),S,ANY,ANY,ANY,Surface,Mumbai_W,2605,0530;1030
Jasdan_Aanandnagar_D (Gujarat),Rajkot_Amargadh_H (Gujarat),ANY,ANY,ANY,ANY,Surface,Rajkot_W,0108,1500;2300
Jashipur_Chndposi_D (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),E,ANY,ANY,ANY,Express,Bhubaneshwar_E,3221,0330;0600;1000;1600;2000
Jashipur_Padmapur_D (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),E,ANY,ANY,ANY,Express,Bhubaneshwar_E,3221,0330;0600;1000;1600;2000
