NDC_CODE,MAPPED_NDC_CODE,MODE,PRIORITY,VOLUME,CLIENT,BAG_TYPE,BAG_IDENTIFIER,PTL_ID,ptl_cutoff_time
Baramulla_Janbazpora_D (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
Baramulla_Pattan_D (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
Kupwara_Chotipora_DPP (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
Kupwara_Kralpora2_DPP (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
Kupwara_PoliceStn_DPP (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
Kupwara_Sogam2_DPP (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
Pahalgam_Aishmuqam_DPP (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
Pulwama_Drasu_D (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
Pulwama_Lethipora_D (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
Pulwama_Shopian_DPP (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
Pulwama_Tral_DPP (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
Ramsoo_GundAdalkoot_D (Jammu & Kashmir),Srinagar_Ladhoo_H (Jammu & Kashmir),E,ANY,ANY,ANY,Express,Srinagar_N,1525,0445;1045;1600;2115
